,Region,Name,Year,Series,Value,Category,ISO3
37381,238,Falkland Islands (Malvinas),2012,Population density,0.2348,POP,FLK
37710,292,Gibraltar,2012,Population mid-year estimates (millions),0.0336,POP,GIB
37711,292,Gibraltar,2012,Sex ratio (males per 100 females),99.5537,POP,GIB
37712,292,Gibraltar,2012,Population aged 0 to 14 years old (percentage),18.1183,POP,GIB
37713,292,Gibraltar,2012,Population aged 60+ years old (percentage),22.3613,POP,GIB
37714,292,Gibraltar,2012,Population density,3362.3,POP,GIB
2384,660,Anguilla,2013,"Intentional homicide rates per 100,000",7.1674,CRI,AIA
2385,660,Anguilla,2013,"Percentage of male and female intentional homicide victims, Female",0,CRI,AIA
2854,76,Brazil,2013,"Intentional homicide rates per 100,000",26.942,CRI,BRA
2855,76,Brazil,2013,"Percentage of male and female intentional homicide victims, Male",50.0917,CRI,BRA
2856,76,Brazil,2013,"Percentage of male and female intentional homicide victims, Female",4.4616,CRI,BRA
2857,76,Brazil,2013,"Assault rate per 100,000 population",329.04,CRI,BRA
2858,76,Brazil,2013,"Kidnapping at the national level, rate per 100,000",0.197,CRI,BRA
2859,76,Brazil,2013,"Theft at the national level, rate per 100,000 population",887.77,CRI,BRA
2860,76,Brazil,2013,"Robbery at the national level, rate per 100,000 population",503.643,CRI,BRA
2861,76,Brazil,2013,"Total Sexual Violence at the national level, rate per 100,000",27.982,CRI,BRA
2884,96,Brunei Darussalam,2013,"Intentional homicide rates per 100,000",0.4945,CRI,BRN
3160,188,Costa Rica,2013,"Intentional homicide rates per 100,000",8.667,CRI,CRI
3161,188,Costa Rica,2013,"Percentage of male and female intentional homicide victims, Male",15.7974,CRI,CRI
3162,188,Costa Rica,2013,"Percentage of male and female intentional homicide victims, Female",1.5201,CRI,CRI
3163,188,Costa Rica,2013,"Assault rate per 100,000 population",173.37,CRI,CRI
3164,188,Costa Rica,2013,"Kidnapping at the national level, rate per 100,000",0.084,CRI,CRI
3165,188,Costa Rica,2013,"Theft at the national level, rate per 100,000 population",691.37,CRI,CRI
3166,188,Costa Rica,2013,"Robbery at the national level, rate per 100,000 population",1011.26,CRI,CRI
3167,188,Costa Rica,2013,"Total Sexual Violence at the national level, rate per 100,000",153.501,CRI,CRI
3855,356,India,2013,"Intentional homicide rates per 100,000",3.5819,CRI,IND
3856,356,India,2013,"Percentage of male and female intentional homicide victims, Male",4.1982,CRI,IND
3857,356,India,2013,"Percentage of male and female intentional homicide victims, Female",2.9139,CRI,IND
3858,356,India,2013,"Assault rate per 100,000 population",26.13,CRI,IND
3859,356,India,2013,"Kidnapping at the national level, rate per 100,000",5.111,CRI,IND
3860,356,India,2013,"Theft at the national level, rate per 100,000 population",29.09,CRI,IND
3861,356,India,2013,"Robbery at the national level, rate per 100,000 population",2.847,CRI,IND
3862,356,India,2013,"Total Sexual Violence at the national level, rate per 100,000",9.137,CRI,IND
3892,368,Iraq,2013,"Intentional homicide rates per 100,000",10.0703,CRI,IRQ
3893,368,Iraq,2013,"Percentage of male and female intentional homicide victims, Male",16.7013,CRI,IRQ
3894,368,Iraq,2013,"Percentage of male and female intentional homicide victims, Female",3.2963,CRI,IRQ
4319,458,Malaysia,2013,"Intentional homicide rates per 100,000",2.1277,CRI,MYS
4328,462,Maldives,2013,"Intentional homicide rates per 100,000",0.7219,CRI,MDV
4329,462,Maldives,2013,"Assault rate per 100,000 population",309.86,CRI,MDV
4330,462,Maldives,2013,"Kidnapping at the national level, rate per 100,000",1.925,CRI,MDV
4331,462,Maldives,2013,"Theft at the national level, rate per 100,000 population",1606.49,CRI,MDV
4332,462,Maldives,2013,"Robbery at the national level, rate per 100,000 population",175.24,CRI,MDV
4333,462,Maldives,2013,"Total Sexual Violence at the national level, rate per 100,000",137.74,CRI,MDV
4549,104,Myanmar,2013,"Intentional homicide rates per 100,000",2.3875,CRI,MMR
4550,104,Myanmar,2013,"Percentage of male and female intentional homicide victims, Male",4.1213,CRI,MMR
4551,104,Myanmar,2013,"Percentage of male and female intentional homicide victims, Female",0.7744,CRI,MMR
4552,104,Myanmar,2013,"Assault rate per 100,000 population",9.65,CRI,MMR
4553,104,Myanmar,2013,"Kidnapping at the national level, rate per 100,000",0.004,CRI,MMR
4554,104,Myanmar,2013,"Theft at the national level, rate per 100,000 population",5.21,CRI,MMR
4555,104,Myanmar,2013,"Robbery at the national level, rate per 100,000 population",0.233,CRI,MMR
4556,104,Myanmar,2013,"Total Sexual Violence at the national level, rate per 100,000",0.694,CRI,MMR
4627,554,New Zealand,2013,"Intentional homicide rates per 100,000",1.018,CRI,NZL
4628,554,New Zealand,2013,"Percentage of male and female intentional homicide victims, Male",1.5308,CRI,NZL
4629,554,New Zealand,2013,"Percentage of male and female intentional homicide victims, Female",0.5223,CRI,NZL
4630,554,New Zealand,2013,"Assault rate per 100,000 population",198.07,CRI,NZL
4631,554,New Zealand,2013,"Kidnapping at the national level, rate per 100,000",4.382,CRI,NZL
4632,554,New Zealand,2013,"Theft at the national level, rate per 100,000 population",2253.02,CRI,NZL
4633,554,New Zealand,2013,"Robbery at the national level, rate per 100,000 population",44.966,CRI,NZL
4634,554,New Zealand,2013,"Total Sexual Violence at the national level, rate per 100,000",82.74,CRI,NZL
4664,566,Nigeria,2013,"Assault rate per 100,000 population",9.6,CRI,NGA
4665,566,Nigeria,2013,"Kidnapping at the national level, rate per 100,000",0.334,CRI,NGA
4666,566,Nigeria,2013,"Theft at the national level, rate per 100,000 population",14.01,CRI,NGA
4667,566,Nigeria,2013,"Robbery at the national level, rate per 100,000 population",1.112,CRI,NGA
4668,566,Nigeria,2013,"Total Sexual Violence at the national level, rate per 100,000",1.041,CRI,NGA
5089,646,Rwanda,2013,"Intentional homicide rates per 100,000",3.3205,CRI,RWA
5090,646,Rwanda,2013,"Assault rate per 100,000 population",30.51,CRI,RWA
5091,646,Rwanda,2013,"Kidnapping at the national level, rate per 100,000",0.194,CRI,RWA
5092,646,Rwanda,2013,"Robbery at the national level, rate per 100,000 population",25.638,CRI,RWA
5093,646,Rwanda,2013,"Total Sexual Violence at the national level, rate per 100,000",16.038,CRI,RWA
5157,882,Samoa,2013,"Intentional homicide rates per 100,000",3.1461,CRI,WSM
5852,887,Yemen,2013,"Intentional homicide rates per 100,000",6.7721,CRI,YEM
6545,24,Angola,2013,Students enrolled in tertiary education (thousands),218.679,EDU,AGO
6546,24,Angola,2013,Gross enrollment ratio - Tertiary (male),9.8508,EDU,AGO
6547,24,Angola,2013,Gross enrollment ratio - Tertiary (female),7.8472,EDU,AGO
6965,50,Bangladesh,2013,Students enrolled in secondary education (thousands),13314.077,EDU,BGD
6966,50,Bangladesh,2013,Gross enrollment ratio - Secondary (male),57.8526,EDU,BGD
6967,50,Bangladesh,2013,Gross enrollment ratio - Secondary (female),62.5847,EDU,BGD
7295,64,Bhutan,2013,Students enrolled in primary education (thousands),104.323,EDU,BTN
7296,64,Bhutan,2013,Gross enrollment ratio - Primary (male),106.4296,EDU,BTN
7297,64,Bhutan,2013,Gross enrollment ratio - Primary (female),107.4709,EDU,BTN
7298,64,Bhutan,2013,Students enrolled in secondary education (thousands),68.775,EDU,BTN
7299,64,Bhutan,2013,Gross enrollment ratio - Secondary (male),72.7332,EDU,BTN
7300,64,Bhutan,2013,Gross enrollment ratio - Secondary (female),78.6051,EDU,BTN
7301,64,Bhutan,2013,Students enrolled in tertiary education (thousands),8.543,EDU,BTN
7302,64,Bhutan,2013,Gross enrollment ratio - Tertiary (male),12.2484,EDU,BTN
7303,64,Bhutan,2013,Gross enrollment ratio - Tertiary (female),9.4344,EDU,BTN
7903,136,Cayman Islands,2013,Students enrolled in primary education (thousands),3.95,EDU,CYM
7904,136,Cayman Islands,2013,Students enrolled in secondary education (thousands),3.387,EDU,CYM
8497,192,Cuba,2013,Students enrolled in primary education (thousands),772.023,EDU,CUB
8498,192,Cuba,2013,Gross enrollment ratio - Primary (male),99.8856,EDU,CUB
8499,192,Cuba,2013,Gross enrollment ratio - Primary (female),98.3349,EDU,CUB
8500,192,Cuba,2013,Students enrolled in secondary education (thousands),787.297,EDU,CUB
8501,192,Cuba,2013,Gross enrollment ratio - Secondary (male),90.9817,EDU,CUB
8502,192,Cuba,2013,Gross enrollment ratio - Secondary (female),90.9741,EDU,CUB
8503,192,Cuba,2013,Students enrolled in tertiary education (thousands),373.286,EDU,CUB
8504,192,Cuba,2013,Gross enrollment ratio - Tertiary (male),37.2433,EDU,CUB
8505,192,Cuba,2013,Gross enrollment ratio - Tertiary (female),62.123,EDU,CUB
8892,218,Ecuador,2013,Students enrolled in primary education (thousands),2068.184,EDU,ECU
8893,218,Ecuador,2013,Gross enrollment ratio - Primary (male),111.1178,EDU,ECU
8894,218,Ecuador,2013,Gross enrollment ratio - Primary (female),111.6322,EDU,ECU
8895,218,Ecuador,2013,Students enrolled in secondary education (thousands),1882.586,EDU,ECU
8896,218,Ecuador,2013,Gross enrollment ratio - Secondary (male),99.8767,EDU,ECU
8897,218,Ecuador,2013,Gross enrollment ratio - Secondary (female),104.4407,EDU,ECU
8898,218,Ecuador,2013,Students enrolled in tertiary education (thousands),586.105,EDU,ECU
9253,242,Fiji,2013,Students enrolled in primary education (thousands),105.037,EDU,FJI
9254,242,Fiji,2013,Gross enrollment ratio - Primary (male),107.8314,EDU,FJI
9255,242,Fiji,2013,Gross enrollment ratio - Primary (female),107.8053,EDU,FJI
10257,388,Jamaica,2013,Students enrolled in primary education (thousands),278.331,EDU,JAM
10258,388,Jamaica,2013,Students enrolled in secondary education (thousands),228.935,EDU,JAM
10259,388,Jamaica,2013,Gross enrollment ratio - Secondary (male),79.5233,EDU,JAM
10260,388,Jamaica,2013,Gross enrollment ratio - Secondary (female),85.5839,EDU,JAM
10261,388,Jamaica,2013,Students enrolled in tertiary education (thousands),74.414,EDU,JAM
10262,388,Jamaica,2013,Gross enrollment ratio - Tertiary (male),16.644,EDU,JAM
10263,388,Jamaica,2013,Gross enrollment ratio - Tertiary (female),38.2491,EDU,JAM
11239,478,Mauritania,2013,Students enrolled in primary education (thousands),568.953,EDU,MRT
11240,478,Mauritania,2013,Gross enrollment ratio - Primary (male),96.7149,EDU,MRT
11241,478,Mauritania,2013,Gross enrollment ratio - Primary (female),101.3972,EDU,MRT
11242,478,Mauritania,2013,Students enrolled in secondary education (thousands),171.265,EDU,MRT
11243,478,Mauritania,2013,Gross enrollment ratio - Secondary (male),31.0569,EDU,MRT
11244,478,Mauritania,2013,Gross enrollment ratio - Secondary (female),29.1162,EDU,MRT
11245,478,Mauritania,2013,Students enrolled in tertiary education (thousands),19.243,EDU,MRT
11246,478,Mauritania,2013,Gross enrollment ratio - Tertiary (male),7.4654,EDU,MRT
11247,478,Mauritania,2013,Gross enrollment ratio - Tertiary (female),3.2998,EDU,MRT
11673,516,Namibia,2013,Students enrolled in primary education (thousands),425.242,EDU,NAM
11674,516,Namibia,2013,Gross enrollment ratio - Primary (male),123.7049,EDU,NAM
11675,516,Namibia,2013,Gross enrollment ratio - Primary (female),118.4302,EDU,NAM
11733,524,Nepal,2013,Students enrolled in primary education (thousands),4576.693,EDU,NPL
11734,524,Nepal,2013,Gross enrollment ratio - Primary (male),139.8007,EDU,NPL
11735,524,Nepal,2013,Gross enrollment ratio - Primary (female),151.2681,EDU,NPL
11736,524,Nepal,2013,Students enrolled in secondary education (thousands),3111.257,EDU,NPL
11737,524,Nepal,2013,Gross enrollment ratio - Secondary (male),64.3729,EDU,NPL
11738,524,Nepal,2013,Gross enrollment ratio - Secondary (female),66.3517,EDU,NPL
11739,524,Nepal,2013,Students enrolled in tertiary education (thousands),477.077,EDU,NPL
11740,524,Nepal,2013,Gross enrollment ratio - Tertiary (male),19.0485,EDU,NPL
11741,524,Nepal,2013,Gross enrollment ratio - Tertiary (female),15.3888,EDU,NPL
12103,512,Oman,2013,Students enrolled in primary education (thousands),320.324,EDU,OMN
12104,512,Oman,2013,Gross enrollment ratio - Primary (male),106.0157,EDU,OMN
12105,512,Oman,2013,Gross enrollment ratio - Primary (female),112.3163,EDU,OMN
12106,512,Oman,2013,Students enrolled in secondary education (thousands),292.814,EDU,OMN
12107,512,Oman,2013,Gross enrollment ratio - Secondary (male),98.5439,EDU,OMN
12108,512,Oman,2013,Gross enrollment ratio - Secondary (female),100.5491,EDU,OMN
12109,512,Oman,2013,Students enrolled in tertiary education (thousands),105.097,EDU,OMN
12110,512,Oman,2013,Gross enrollment ratio - Tertiary (male),22.5109,EDU,OMN
12111,512,Oman,2013,Gross enrollment ratio - Tertiary (female),40.9786,EDU,OMN
12198,585,Palau,2013,Students enrolled in primary education (thousands),1.654,EDU,PLW
12199,585,Palau,2013,Gross enrollment ratio - Primary (male),118.9586,EDU,PLW
12200,585,Palau,2013,Gross enrollment ratio - Primary (female),107.0126,EDU,PLW
12201,585,Palau,2013,Students enrolled in secondary education (thousands),1.672,EDU,PLW
12202,585,Palau,2013,Gross enrollment ratio - Secondary (male),110.6494,EDU,PLW
12203,585,Palau,2013,Gross enrollment ratio - Secondary (female),121.6617,EDU,PLW
12204,585,Palau,2013,Students enrolled in tertiary education (thousands),0.863,EDU,PLW
12205,585,Palau,2013,Gross enrollment ratio - Tertiary (male),43.9173,EDU,PLW
12206,585,Palau,2013,Gross enrollment ratio - Tertiary (female),66.4021,EDU,PLW
13238,694,Sierra Leone,2013,Students enrolled in primary education (thousands),1299.812,EDU,SLE
13239,694,Sierra Leone,2013,Gross enrollment ratio - Primary (male),118.1269,EDU,SLE
13240,694,Sierra Leone,2013,Gross enrollment ratio - Primary (female),118.2852,EDU,SLE
13241,694,Sierra Leone,2013,Students enrolled in secondary education (thousands),417.307,EDU,SLE
13242,694,Sierra Leone,2013,Gross enrollment ratio - Secondary (male),41.5229,EDU,SLE
13243,694,Sierra Leone,2013,Gross enrollment ratio - Secondary (female),36.321,EDU,SLE
13514,144,Sri Lanka,2013,Students enrolled in primary education (thousands),1767.322,EDU,LKA
13515,144,Sri Lanka,2013,Gross enrollment ratio - Primary (male),101.8502,EDU,LKA
13516,144,Sri Lanka,2013,Gross enrollment ratio - Primary (female),99.4278,EDU,LKA
13517,144,Sri Lanka,2013,Students enrolled in secondary education (thousands),2605.597,EDU,LKA
13518,144,Sri Lanka,2013,Gross enrollment ratio - Secondary (male),97.2437,EDU,LKA
13519,144,Sri Lanka,2013,Gross enrollment ratio - Secondary (female),101.7589,EDU,LKA
13520,144,Sri Lanka,2013,Students enrolled in tertiary education (thousands),297.782,EDU,LKA
13521,144,Sri Lanka,2013,Gross enrollment ratio - Tertiary (male),14.7735,EDU,LKA
13522,144,Sri Lanka,2013,Gross enrollment ratio - Tertiary (female),22.9137,EDU,LKA
13738,756,Switzerland,2013,Students enrolled in primary education (thousands),483.707,EDU,CHE
13739,756,Switzerland,2013,Gross enrollment ratio - Primary (male),103.6966,EDU,CHE
13740,756,Switzerland,2013,Gross enrollment ratio - Primary (female),103.5007,EDU,CHE
13741,756,Switzerland,2013,Students enrolled in secondary education (thousands),617,EDU,CHE
13742,756,Switzerland,2013,Gross enrollment ratio - Secondary (male),100.0856,EDU,CHE
13743,756,Switzerland,2013,Gross enrollment ratio - Secondary (female),97.6322,EDU,CHE
13744,756,Switzerland,2013,Students enrolled in tertiary education (thousands),279.832,EDU,CHE
13745,756,Switzerland,2013,Gross enrollment ratio - Tertiary (male),55.9358,EDU,CHE
13746,756,Switzerland,2013,Gross enrollment ratio - Tertiary (female),56.6155,EDU,CHE
13825,762,Tajikistan,2013,Students enrolled in primary education (thousands),664.93,EDU,TJK
13826,762,Tajikistan,2013,Gross enrollment ratio - Primary (male),101.6478,EDU,TJK
13827,762,Tajikistan,2013,Gross enrollment ratio - Primary (female),99.9024,EDU,TJK
13828,762,Tajikistan,2013,Students enrolled in secondary education (thousands),1062.975,EDU,TJK
13829,762,Tajikistan,2013,Gross enrollment ratio - Secondary (male),92.9762,EDU,TJK
13830,762,Tajikistan,2013,Gross enrollment ratio - Secondary (female),83.8061,EDU,TJK
13831,762,Tajikistan,2013,Students enrolled in tertiary education (thousands),194.685,EDU,TJK
13832,762,Tajikistan,2013,Gross enrollment ratio - Tertiary (male),29.1954,EDU,TJK
13833,762,Tajikistan,2013,Gross enrollment ratio - Tertiary (female),16.4407,EDU,TJK
14221,800,Uganda,2013,Students enrolled in primary education (thousands),8459.336,EDU,UGA
14222,800,Uganda,2013,Gross enrollment ratio - Primary (male),111.0998,EDU,UGA
14223,800,Uganda,2013,Gross enrollment ratio - Primary (female),113.0096,EDU,UGA
14533,548,Vanuatu,2013,Students enrolled in primary education (thousands),44.181,EDU,VUT
14534,548,Vanuatu,2013,Gross enrollment ratio - Primary (male),120.2054,EDU,VUT
14535,548,Vanuatu,2013,Gross enrollment ratio - Primary (female),116.3001,EDU,VUT
14664,887,Yemen,2013,Students enrolled in primary education (thousands),3874.741,EDU,YEM
14665,887,Yemen,2013,Gross enrollment ratio - Primary (male),106.5968,EDU,YEM
14666,887,Yemen,2013,Gross enrollment ratio - Primary (female),89.4161,EDU,YEM
14667,887,Yemen,2013,Students enrolled in secondary education (thousands),1768.102,EDU,YEM
14668,887,Yemen,2013,Gross enrollment ratio - Secondary (male),58.2435,EDU,YEM
14669,887,Yemen,2013,Gross enrollment ratio - Secondary (female),39.9831,EDU,YEM
14706,716,Zimbabwe,2013,Students enrolled in primary education (thousands),2663.187,EDU,ZWE
14707,716,Zimbabwe,2013,Gross enrollment ratio - Primary (male),111.0757,EDU,ZWE
14708,716,Zimbabwe,2013,Gross enrollment ratio - Primary (female),108.7118,EDU,ZWE
14709,716,Zimbabwe,2013,Students enrolled in secondary education (thousands),957.461,EDU,ZWE
14710,716,Zimbabwe,2013,Gross enrollment ratio - Secondary (male),53.4913,EDU,ZWE
14711,716,Zimbabwe,2013,Gross enrollment ratio - Secondary (female),51.3457,EDU,ZWE
14712,716,Zimbabwe,2013,Students enrolled in tertiary education (thousands),94.115,EDU,ZWE
14713,716,Zimbabwe,2013,Gross enrollment ratio - Tertiary (male),7.8646,EDU,ZWE
14714,716,Zimbabwe,2013,Gross enrollment ratio - Tertiary (female),6.099,EDU,ZWE
23878,60,Bermuda,2013,Unemployment rate - Total,6.7,LAB,BMU
24200,136,Cayman Islands,2013,Labour force participation - Total,83.1,LAB,CYM
24201,136,Cayman Islands,2013,Unemployment rate - Total,6.3,LAB,CYM
24202,136,Cayman Islands,2013,Labour force participation - Male,85.6,LAB,CYM
24203,136,Cayman Islands,2013,Unemployment rate - Male,6.7,LAB,CYM
24204,136,Cayman Islands,2013,Labour force participation - Female,80.6,LAB,CYM
24205,136,Cayman Islands,2013,Unemployment rate - Female,5.8,LAB,CYM
24941,238,Falkland Islands (Malvinas),2013,Labour force participation - Total,81.9,LAB,FLK
24942,238,Falkland Islands (Malvinas),2013,Unemployment rate - Total,1.2,LAB,FLK
24943,238,Falkland Islands (Malvinas),2013,Labour force participation - Male,86,LAB,FLK
24944,238,Falkland Islands (Malvinas),2013,Unemployment rate - Male,1.1,LAB,FLK
24945,238,Falkland Islands (Malvinas),2013,Labour force participation - Female,77.2,LAB,FLK
24946,238,Falkland Islands (Malvinas),2013,Unemployment rate - Female,1.4,LAB,FLK
24956,234,Faroe Islands,2013,Labour force participation - Total,82.9,LAB,FRO
24957,234,Faroe Islands,2013,Unemployment rate - Total,4,LAB,FRO
24958,234,Faroe Islands,2013,Labour force participation - Male,86,LAB,FRO
24959,234,Faroe Islands,2013,Unemployment rate - Male,3.4,LAB,FRO
24960,234,Faroe Islands,2013,Labour force participation - Female,79.4,LAB,FRO
24961,234,Faroe Islands,2013,Unemployment rate - Female,4.9,LAB,FRO
25046,254,French Guiana,2013,Labour force participation - Total,53.4,LAB,GUF
25047,254,French Guiana,2013,Unemployment rate - Total,21.3,LAB,GUF
25048,254,French Guiana,2013,Labour force participation - Male,58.8,LAB,GUF
25049,254,French Guiana,2013,Unemployment rate - Male,16.7,LAB,GUF
25050,254,French Guiana,2013,Labour force participation - Female,48.4,LAB,GUF
25051,254,French Guiana,2013,Unemployment rate - Female,26.3,LAB,GUF
25229,304,Greenland,2013,Unemployment rate - Total,9.7,LAB,GRL
25230,304,Greenland,2013,Unemployment rate - Male,9.6,LAB,GRL
25231,304,Greenland,2013,Unemployment rate - Female,9.8,LAB,GRL
25247,312,Guadeloupe,2013,Labour force participation - Total,52.7,LAB,GLP
25248,312,Guadeloupe,2013,Unemployment rate - Total,26.1,LAB,GLP
25249,312,Guadeloupe,2013,Labour force participation - Male,56.5,LAB,GLP
25250,312,Guadeloupe,2013,Unemployment rate - Male,23.8,LAB,GLP
25251,312,Guadeloupe,2013,Labour force participation - Female,49.6,LAB,GLP
25252,312,Guadeloupe,2013,Unemployment rate - Female,28.3,LAB,GLP
25607,833,Isle of Man,2013,Unemployment rate - Total,2.6,LAB,IMN
25608,833,Isle of Man,2013,Unemployment rate - Male,3.4,LAB,IMN
25609,833,Isle of Man,2013,Unemployment rate - Female,1.7,LAB,IMN
26012,438,Liechtenstein,2013,Labour force participation - Total,61.9,LAB,LIE
26013,438,Liechtenstein,2013,Unemployment rate - Total,2.6,LAB,LIE
26014,438,Liechtenstein,2013,Labour force participation - Male,70.6,LAB,LIE
26015,438,Liechtenstein,2013,Unemployment rate - Male,2.3,LAB,LIE
26016,438,Liechtenstein,2013,Labour force participation - Female,53.5,LAB,LIE
26017,438,Liechtenstein,2013,Unemployment rate - Female,3.1,LAB,LIE
26226,474,Martinique,2013,Labour force participation - Total,53.1,LAB,MTQ
26227,474,Martinique,2013,Unemployment rate - Total,22.8,LAB,MTQ
26228,474,Martinique,2013,Labour force participation - Male,53.8,LAB,MTQ
26229,474,Martinique,2013,Unemployment rate - Male,22.8,LAB,MTQ
26230,474,Martinique,2013,Labour force participation - Female,52.6,LAB,MTQ
26231,474,Martinique,2013,Unemployment rate - Female,22.8,LAB,MTQ
2386,660,Anguilla,2014,"Intentional homicide rates per 100,000",28.3407,CRI,AIA
2452,533,Aruba,2014,"Intentional homicide rates per 100,000",1.9272,CRI,ABW
2453,533,Aruba,2014,"Percentage of male and female intentional homicide victims, Male",4.0512,CRI,ABW
2454,533,Aruba,2014,"Percentage of male and female intentional homicide victims, Female",0,CRI,ABW
2579,48,Bahrain,2014,"Intentional homicide rates per 100,000",0.5239,CRI,BHR
2633,112,Belarus,2014,"Intentional homicide rates per 100,000",3.6048,CRI,BLR
2634,112,Belarus,2014,"Percentage of male and female intentional homicide victims, Male",5.1052,CRI,BLR
2635,112,Belarus,2014,"Percentage of male and female intentional homicide victims, Female",2.2997,CRI,BLR
2636,112,Belarus,2014,"Assault rate per 100,000 population",8.8,CRI,BLR
2637,112,Belarus,2014,"Kidnapping at the national level, rate per 100,000",0.329,CRI,BLR
2638,112,Belarus,2014,"Theft at the national level, rate per 100,000 population",429.69,CRI,BLR
2639,112,Belarus,2014,"Robbery at the national level, rate per 100,000 population",26.081,CRI,BLR
2640,112,Belarus,2014,"Total Sexual Violence at the national level, rate per 100,000",4.782,CRI,BLR
2660,56,Belgium,2014,"Intentional homicide rates per 100,000",1.8715,CRI,BEL
2661,56,Belgium,2014,"Percentage of male and female intentional homicide victims, Male",2.3396,CRI,BEL
2662,56,Belgium,2014,"Percentage of male and female intentional homicide victims, Female",1.4196,CRI,BEL
2663,56,Belgium,2014,"Assault rate per 100,000 population",627.49,CRI,BEL
2664,56,Belgium,2014,"Kidnapping at the national level, rate per 100,000",10.257,CRI,BEL
2665,56,Belgium,2014,"Theft at the national level, rate per 100,000 population",1857.62,CRI,BEL
2666,56,Belgium,2014,"Robbery at the national level, rate per 100,000 population",195.419,CRI,BEL
2667,56,Belgium,2014,"Total Sexual Violence at the national level, rate per 100,000",61.465,CRI,BEL
2698,84,Belize,2014,"Intentional homicide rates per 100,000",34.8081,CRI,BLZ
2699,84,Belize,2014,"Percentage of male and female intentional homicide victims, Male",62.9084,CRI,BLZ
2700,84,Belize,2014,"Percentage of male and female intentional homicide victims, Female",6.7828,CRI,BLZ
2701,84,Belize,2014,"Assault rate per 100,000 population",295.18,CRI,BLZ
2702,84,Belize,2014,"Kidnapping at the national level, rate per 100,000",1.132,CRI,BLZ
2703,84,Belize,2014,"Theft at the national level, rate per 100,000 population",233.99,CRI,BLZ
2704,84,Belize,2014,"Robbery at the national level, rate per 100,000 population",86.119,CRI,BLZ
2705,84,Belize,2014,"Total Sexual Violence at the national level, rate per 100,000",42.21,CRI,BLZ
2761,64,Bhutan,2014,"Assault rate per 100,000 population",72.46,CRI,BTN
2762,64,Bhutan,2014,"Kidnapping at the national level, rate per 100,000",0.417,CRI,BTN
2763,64,Bhutan,2014,"Theft at the national level, rate per 100,000 population",73.99,CRI,BTN
2764,64,Bhutan,2014,"Robbery at the national level, rate per 100,000 population",1.808,CRI,BTN
2765,64,Bhutan,2014,"Total Sexual Violence at the national level, rate per 100,000",11.266,CRI,BTN
2838,72,Botswana,2014,"Assault rate per 100,000 population",806.46,CRI,BWA
2839,72,Botswana,2014,"Kidnapping at the national level, rate per 100,000",0.096,CRI,BWA
2840,72,Botswana,2014,"Theft at the national level, rate per 100,000 population",1419.63,CRI,BWA
2841,72,Botswana,2014,"Robbery at the national level, rate per 100,000 population",81.283,CRI,BWA
2842,72,Botswana,2014,"Total Sexual Violence at the national level, rate per 100,000",131.642,CRI,BWA
2923,108,Burundi,2014,"Intentional homicide rates per 100,000",5.7292,CRI,BDI
2924,108,Burundi,2014,"Percentage of male and female intentional homicide victims, Male",9.4816,CRI,BDI
2925,108,Burundi,2014,"Percentage of male and female intentional homicide victims, Female",2.0516,CRI,BDI
2926,108,Burundi,2014,"Assault rate per 100,000 population",5.58,CRI,BDI
2927,108,Burundi,2014,"Kidnapping at the national level, rate per 100,000",0.802,CRI,BDI
2928,108,Burundi,2014,"Theft at the national level, rate per 100,000 population",8.2,CRI,BDI
2929,108,Burundi,2014,"Robbery at the national level, rate per 100,000 population",45.662,CRI,BDI
2930,108,Burundi,2014,"Total Sexual Violence at the national level, rate per 100,000",12.85,CRI,BDI
2967,120,Cameroon,2014,"Intentional homicide rates per 100,000",0.9347,CRI,CMR
2968,120,Cameroon,2014,"Percentage of male and female intentional homicide victims, Male",1.0679,CRI,CMR
2969,120,Cameroon,2014,"Percentage of male and female intentional homicide victims, Female",0.8017,CRI,CMR
2970,120,Cameroon,2014,"Assault rate per 100,000 population",16.27,CRI,CMR
2971,120,Cameroon,2014,"Kidnapping at the national level, rate per 100,000",1.891,CRI,CMR
2972,120,Cameroon,2014,"Theft at the national level, rate per 100,000 population",111.41,CRI,CMR
2973,120,Cameroon,2014,"Robbery at the national level, rate per 100,000 population",16.268,CRI,CMR
2974,120,Cameroon,2014,"Total Sexual Violence at the national level, rate per 100,000",3.099,CRI,CMR
3028,136,Cayman Islands,2014,"Intentional homicide rates per 100,000",8.2172,CRI,CYM
3029,136,Cayman Islands,2014,"Percentage of male and female intentional homicide victims, Female",0,CRI,CYM
3466,242,Fiji,2014,"Intentional homicide rates per 100,000",2.3083,CRI,FJI
3467,242,Fiji,2014,"Percentage of male and female intentional homicide victims, Male",1.8153,CRI,FJI
3468,242,Fiji,2014,"Percentage of male and female intentional homicide victims, Female",2.8186,CRI,FJI
3543,268,Georgia,2014,"Intentional homicide rates per 100,000",2.6764,CRI,GEO
3544,268,Georgia,2014,"Percentage of male and female intentional homicide victims, Male",3.868,CRI,GEO
3545,268,Georgia,2014,"Percentage of male and female intentional homicide victims, Female",1.5877,CRI,GEO
3546,268,Georgia,2014,"Assault rate per 100,000 population",5.65,CRI,GEO
3547,268,Georgia,2014,"Theft at the national level, rate per 100,000 population",236.88,CRI,GEO
3548,268,Georgia,2014,"Robbery at the national level, rate per 100,000 population",11.673,CRI,GEO
